geo;time;excel time;lon;lat;alt;provider;accuracy;course;speed;distance
geo;16:32:18.419;42029.68910207176;30.3355331;60.0772366;46;gps;5;92.6;2.236;1379.174
geo;16:32:19.418;42029.68911363426;30.3356059;60.0772239;46;gps;4;101.8;3.4;1382.571
geo;16:32:20.399;42029.68912498842;30.3358269;60.077167;45;gps;4;110.5;8.31;1390.723
geo;16:32:21.446;42029.689137106485;30.3359891;60.0771318;45;gps;5;111.5;9.801;1400.985
geo;16:32:22.411;42029.68914827546;30.3361634;60.0770974;45;gps;5;111.3;10.299;1410.923
geo;16:32:23.429;42029.68916005787;30.3363558;60.0770605;45;gps;7;111;11.045;1422.167
geo;16:32:24.404;42029.689171342594;30.3365553;60.0770276;45;gps;9;109.8;11.294;1433.178
geo;16:32:25.415;42029.689183043985;30.3367265;60.076977;46;gps;9;115.8;10.796;1444.093
geo;16:32:26.418;42029.689194652776;30.3368371;60.0769464;46;gps;9;120.2;8.31;1452.428
geo;16:32:27.416;42029.68920620371;30.3369446;60.0769306;46;gps;10;116.9;7.071;1459.485
geo;16:32:28.406;42029.68921766204;30.3370294;60.076919;47;gps;11;110.2;5.344;1464.776
geo;16:32:29.407;42029.689229247684;30.3370905;60.0768901;47;gps;11;112.2;4.61;1469.39
geo;16:32:30.390;42029.689240625;30.3371518;60.0768616;47;gps;10;124.6;5.099;1474.403
geo;16:32:31.413;42029.68925246528;30.3372382;60.0768175;47;gps;10;124.7;6.329;1480.877
geo;16:32:32.430;42029.68926423611;30.3373493;60.0768;47;gps;9;115.3;7.319;1488.321
geo;16:32:33.454;42029.689276087964;30.3374847;60.0767431;47;gps;9;114.9;8.559;1497.085
geo;16:32:34.400;42029.689287037036;30.3376435;60.0767018;48;gps;9;110.6;9.552;1506.121
geo;16:32:35.411;42029.68929873843;30.3378076;60.0766615;48;gps;9;110.7;9.801;1516.03
geo;16:32:36.407;42029.6893102662;30.3379563;60.0766146;48;gps;9;113.7;9.801;1525.792
geo;16:32:37.424;42029.68932203704;30.3381131;60.0765718;48;gps;10;113;9.552;1535.506
geo;16:32:38.396;42029.68933328704;30.3382605;60.0765428;47;gps;9;112.5;8.807;1544.067
geo;16:32:39.405;42029.68934496528;30.3384041;60.0765248;48;gps;11;109.1;8.559;1552.703
geo;16:32:40.425;42029.68935677083;30.3384223;60.0765049;49;gps;11;112.1;5.099;1557.904
geo;16:32:41.383;42029.689367858795;30.3384536;60.0764834;47;gps;9;110.5;2.462;1560.262
geo;16:32:42.406;42029.68937969908;30.3384961;60.0764914;47;gps;8;118.1;1.414;1561.709
geo;16:32:43.422;42029.689391458334;30.3384928;60.0764975;46;gps;8;118.1;1.031;1562.756
geo;16:32:44.394;42029.68940270833;30.3384828;60.0765183;45;gps;8;0;1;1563.728
geo;16:32:45.420;42029.689414583336;30.3384843;60.0765229;44;gps;8;0;1;1564.754
geo;16:32:46.422;42029.68942618056;30.3384897;60.0765268;44;gps;8;0;1;1565.756
geo;16:32:47.409;42029.68943760417;30.3385023;60.0765319;44;gps;9;0;1;1566.743
geo;16:32:48.405;42029.68944913194;30.338509;60.0765377;45;gps;9;0;1;1567.739
geo;16:32:49.396;42029.68946060185;30.3385186;60.0765456;45;gps;9;0;1;1568.73
geo;16:32:50.422;42029.68947247685;30.3385064;60.0765505;45;gps;8;0;1;1569.756
geo;16:32:51.416;42029.68948398148;30.3385095;60.0765498;45;gps;8;118.1;1.031;1570.781
geo;16:32:52.417;42029.68949556713;30.3385228;60.0765458;44;gps;7;97.3;1.601;1572.384
geo;16:32:53.400;42029.68950694444;30.3385588;60.0765398;45;gps;7;102.9;2.016;1574.365
geo;16:32:54.393;42029.6895184375;30.3385969;60.076518;47;gps;6;111.1;2.926;1577.271
geo;16:32:55.445;42029.689530613425;30.3386385;60.076511;48;gps;6;110.9;2.926;1580.349
geo;16:32:56.412;42029.68954180555;30.3386794;60.0765076;48;gps;6;110.6;2.462;1582.73
geo;16:32:57.414;42029.68955340278;30.3387031;60.0765007;48;gps;6;113.2;2.016;1584.75
geo;16:32:58.433;42029.689565196764;30.3387307;60.0764912;49;gps;6;115.6;2.016;1586.804
geo;16:32:59.396;42029.68957634259;30.3387534;60.0764807;48;gps;5;121.6;2.016;1588.745
geo;16:33:00.408;42029.68958805555;30.3387783;60.0764723;48;gps;5;118.1;2.016;1590.79
geo;16:33:01.422;42029.689599791665;30.3388102;60.0764637;48;gps;5;115.4;2.236;1593.052
geo;16:33:02.399;42029.68961109954;30.3388542;60.076455;48;gps;5;110.8;2.462;1595.458
geo;16:33:03.396;42029.68962263889;30.3389519;60.0764373;47;gps;4;109.1;5.099;1600.542
geo;16:33:04.416;42029.68963444444;30.3391044;60.0764095;48;gps;4;111.7;6.824;1607.502
geo;16:33:05.420;42029.68964606481;30.3392433;60.0763847;46;gps;4;110.6;7.566;1615.098
geo;16:33:06.389;42029.68965728009;30.3393986;60.0763535;47;gps;4;109.6;8.807;1623.632
geo;16:33:07.423;42029.68966924769;30.339565;60.0763168;46;gps;4;109.9;9.801;1633.767
geo;16:33:08.410;42029.6896806713;30.3397186;60.0762873;46;gps;5;110.7;9.801;1643.44
geo;16:33:09.397;42029.68969209491;30.3398702;60.0762399;46;gps;4;112.3;9.801;1653.114
geo;16:33:10.393;42029.68970362269;30.3400166;60.0761973;45;gps;4;112.1;9.304;1662.38
geo;16:33:11.414;42029.68971543982;30.3401451;60.0761648;45;gps;4;109.4;8.31;1670.865
geo;16:33:12.399;42029.68972684028;30.3402724;60.0761451;47;gps;4;106.3;8.062;1678.806
geo;16:33:13.391;42029.68973832176;30.3403951;60.0761433;46;gps;3;91.5;7.319;1686.066
geo;16:33:14.433;42029.68975038195;30.3405195;60.0761441;47;gps;3;88;7.319;1693.693
geo;16:33:15.426;42029.689761875;30.3406363;60.0761408;47;gps;3;92.9;6.576;1700.223
geo;16:33:16.392;42029.68977305555;30.3407379;60.0761374;47;gps;5;91.7;6.083;1706.099
geo;16:33:17.422;42029.68978497685;30.3408602;60.0761178;47;gps;3;104.1;7.071;1713.382
geo;16:33:18.402;42029.68979631945;30.34099;60.0760973;47;gps;3;106.4;7.566;1720.797
geo;16:33:19.412;42029.68980800926;30.3411185;60.0760772;47;gps;4;107.8;7.566;1728.438
geo;16:33:20.449;42029.689820011576;30.3412311;60.076055;47;gps;3;109.6;6.824;1735.515
geo;16:33:21.401;42029.68983103009;30.3413307;60.0760333;47;gps;3;111.5;6.329;1741.54
geo;16:33:22.405;42029.68984265046;30.3414227;60.0760201;48;gps;3;113.1;5.344;1746.905
geo;16:33:23.446;42029.68985469907;30.3414832;60.0760068;48;gps;4;108.6;4.123;1751.197
geo;16:33:24.498;42029.689866875;30.3415341;60.0759995;48;gps;4;97.8;3.162;1754.524
geo;16:33:25.405;42029.689877372686;30.3415731;60.0760108;48;gps;3;77.3;2.462;1756.757
geo;16:33:26.396;42029.68988884259;30.3415933;60.0760381;46;gps;3;49.4;2.462;1759.197
geo;16:33:27.408;42029.68990055556;30.3416135;60.076053;46;gps;3;34.7;2.016;1761.237
geo;16:33:28.437;42029.68991246528;30.3416054;60.0760615;47;gps;4;27.2;1.25;1762.523
geo;16:33:29.402;42029.68992363426;30.3416248;60.0760579;47;gps;3;0;1;1763.488
geo;16:33:30.437;42029.68993561342;30.3416326;60.0760579;47;gps;4;0;1;1764.523
geo;16:33:32.024;42029.68995398148;30.3416326;60.0760615;47;gps;4;27.2;1.25;1766.507
geo;16:33:33.420;42029.68997013889;30.3416198;60.0760528;46;gps;5;0;1;1767.903
geo;16:33:34.959;42029.68998795139;30.3416129;60.0760458;45;gps;5;0;1;1769.442
geo;16:33:37.017;42029.69001177083;30.3416075;60.076049;46;gps;5;346;1.414;1772.352
geo;16:33:38.975;42029.690034432875;30.3415547;60.0760857;43;gps;4;300.3;2.462;1777.172
geo;16:33:40.413;42029.69005107639;30.3414288;60.076111;39;gps;4;290.5;3.64;1782.407
geo;16:33:41.407;42029.69006258102;30.3412561;60.0761575;39;gps;4;289.1;7.566;1789.927
geo;16:33:42.440;42029.69007453704;30.3411001;60.0761929;38;gps;4;289.9;9.304;1799.539
geo;16:33:43.422;42029.69008590278;30.3409293;60.0762285;39;gps;5;290.7;10.299;1809.652
geo;16:33:44.400;42029.69009722222;30.3407364;60.0762687;39;gps;5;291.9;11.792;1821.185
geo;16:33:45.432;42029.690109166666;30.3405322;60.0763104;40;gps;5;291.3;12.54;1834.126
